# Rudder cross-sectional airfoil coordinates
# source        : Wind_Tunnel_Rudder.stp
# frame         : origin at the root leading edge; +X LE->TE, +Y root->tip, +Z thickness
# n_sections    : 200
# n_points      : 200 per section
# section order : TOP to BOTTOM, y = 200.000000 down to y = 0.000000 mm, evenly spaced
# point order   : Selig, TE -> upper -> LE -> lower -> TE
# columns       : x_mm y_mm in that section's own airfoil frame, x = 0 at its LE
#                 and growing aft, y = thickness with the +Z side positive
# 3D recovery   : X = x_le + x_mm,  Y = y_section,  Z = y_mm
# load          : np.loadtxt(path).reshape(200, 200, 2)
# top station   : y = 200.000000 mm, the top of the leading edge (top of the b-rep leading-edge curve)
#                 the tip surface is inclined, so horizontal cuts above this station
#                 cut through the tip blend instead of a complete airfoil and are
#                 not included here
#
# SECTION 1 / 200   y = 200.000000   chord = 137.896469   x_le = 14.000000   x_te = 151.896469
#               x_mm               y_mm
        69.303569929      -12.706681195
        71.858707949      -12.555157357
        74.424007684      -12.388664034
        76.996937495      -12.207950946
        79.574958209      -12.013770981
        82.155525631      -11.806914927
        84.736093054      -11.588163197
        87.314113768      -11.358296905
        89.887043578      -11.118084650
        92.452343314      -10.868322710
        95.007481334      -10.609784817
        97.549936025      -10.343238041
       100.077198291      -10.069441339
       102.586774031       -9.789144519
       105.076186594       -9.503087924
       107.542979233       -9.212001917
       109.984717520       -8.916601988
       112.398991755       -8.617584207
       114.783419340       -8.315653998
       117.135647133       -8.011488573
       119.453353769       -7.705750775
       121.734251952       -7.399107698
       123.976090710       -7.092202696
       126.176657620       -6.785688225
       128.333780987       -6.480187161
       130.445331992       -6.176332481
       132.509226787       -5.874740947
       134.523428559       -5.576030548
       136.485949533       -5.280797309
       138.394852938       -4.989657058
       140.248254917       -4.703203478
       142.044326386       -4.422035306
       143.781294839       -4.146728675
       145.457446097       -3.877879095
       147.071126003       -3.616062916
       148.620742049       -3.361842896
       150.104764950       -3.115790257
       151.521730156       -2.878452965
       152.870239293       -2.650383197
       154.148961545       -2.432095777
       155.356634967       -2.224118529
       156.492067732       -2.026943189
       157.554139305       -1.841060550
       158.541801549       -1.666930793
       159.454079761       -1.504986048
       160.290073633       -1.355646292
       161.048958139       -1.219297337
       161.729984352       -1.096293177
       162.332480181       -0.986964121
       162.855851036       -0.891607528
       163.299580413       -0.810468366
       163.663230404       -0.743774166
       163.946442132       -0.643407876
       164.148936099       -0.465715584
       164.270512470       -0.243237934
       164.311051263        0.000000177
#
# SECTION 126 / 200   y = 74.371859   chord = 164.524072   x_le = 5.206030   x_te = 169.730102
#               x_mm               y_mm
       164.524072088        0.000000271
       164.482656639        0.245780067
       164.358451995        0.470106046
       164.151583220        0.648062598
       163.862258611        0.746342808
       163.490769496        0.814471663
       163.037489931        0.897339245
       162.502876331        0.994727654
       161.887467007        1.106365365
       161.191881624        1.231952030
       160.416820576        1.371135151
       159.563064285        1.523556047
       158.631472412        1.688802251
       157.622982990        1.866453620
       156.538611482        2.056044532
       155.379449759        2.257107524
       154.146664998        2.469128518
       152.841498509        2.691598082
       151.465264484        2.923974509
       150.019348674        3.165714010
       148.505206994        3.416255769
       146.924364056        3.675015936
       145.278411635        3.941423092
       143.569007066        4.214881155
       141.797871573        4.494800394
       139.966788541        4.780561244
       138.077601714        5.071569191
       136.132213344        5.367207849
       134.132582271        5.666849388
       132.080721956        5.969880202
       129.978698447        6.275667356
       127.828628303        6.583576960
       125.632676464        6.892966169
       123.393054066        7.203187405
       121.112016220        7.513580524
       118.791859736        7.823486789
       116.434920817        8.132230501
       114.043572699        8.439118605
       111.620223268        8.743473234
       109.167312631        9.044564817
       106.687310662        9.341690153
       104.182714511        9.634113799
       101.656046095        9.921090131
        99.109849554       10.201863030
        96.546688694       10.475666104
        93.969144400       10.741722893
        91.379812039       10.999232831
        88.781298851       11.247408531
        86.176221319       11.485454829
        83.567202533       11.712544519
        80.956869555       11.927884795
        78.347850770       12.130672413
        75.742773237       12.320079800
        73.144260049       12.495338566
        70.554927688       12.655663844
        67.977383394       12.800270525
        65.414222534       12.928422816
        62.868025993       13.039402364
        60.341357577       13.132515819
        57.836761427       13.207106637
        55.356759457       13.262537054
        52.903848820       13.298235132
        50.480499389       13.313687566
        48.089151271       13.308384589
        45.732212352       13.281903564
        43.412055869       13.233886866
        41.131018022       13.164031081
        38.891395624       13.072041347
        36.695443785       12.957813574
        34.545373641       12.821152437
        32.443350132       12.662070945
        30.391489817       12.480578175
        28.391858744       12.276727477
        26.446470374       12.050736294
        24.557283548       11.802801969
        22.726200515       11.533212461
        20.955065022       11.242358214
        19.245660453       10.930586252
        17.599708032       10.598400429
        16.018865094       10.246229440
        14.504723414        9.874809079
        13.058807604        9.484553503
        11.682573579        9.076205574
        10.377407090        8.650288696
         9.144622330        8.207647262
         7.985460606        7.748894522
         6.901089099        7.274891672
         5.892599676        6.785889233
         4.961007803        6.283004642
         4.107251512        5.767008246
         3.332190465        5.237823178
         2.636605081        4.696907816
         2.021195757        4.144363396
         1.486582157        3.581116290
         1.033302592        3.007283818
         0.661813477        2.424873555
         0.372488869        1.830928648
         0.165620093        1.228091353
         0.041415449        0.616680845
         0.000000000       -0.000000222
         0.040591349       -0.609419670
         0.162325337       -1.215157466
         0.365081828       -1.812261911
         0.648660725       -2.400593789
         1.012782170       -2.978894648
         1.457086819       -3.546757227
         1.981136197       -4.105655025
         2.584413132       -4.653633794
         3.266322260       -5.189940089
         4.026190621       -5.714421699
         4.863268315       -6.227045537
         5.776729249       -6.726494849
         6.765671946       -7.212069883
         7.829120440       -7.683456479
         8.966025236       -8.139838034
        10.175264345       -8.580574585
        11.455644394       -9.005046690
        12.805901803       -9.412317911
        14.224704032       -9.802020890
        15.710650893      -10.173484912
        17.262275936      -10.526036694
        18.878047894      -10.859231826
        20.556372197      -11.172470966
        22.295592540      -11.465327135
        24.093992523      -11.737445063
        25.949797342      -11.988409891
        27.861175542      -12.217914040
        29.826240824      -12.425728292
        31.843053905      -12.611758102
        33.909624434      -12.775782460
        36.023912955      -12.917835921
        38.183832922      -13.037936124
        40.387252754      -13.136113151
        42.631997941      -13.212610857
        44.915853191      -13.267571755
        47.236564615      -13.301311690
        49.591841950      -13.314172567
        51.979360822      -13.306522878
        54.396765039      -13.278833379
        56.841668915      -13.231607246
        59.311659623      -13.165377755
        61.804299582      -13.080724144
        64.317128858      -12.978287763
        66.847667590      -12.858722942
        69.393418442      -12.722717574
        71.951869067      -12.570986607
        74.520494582      -12.404266880
        77.096760063      -12.223309292
        79.678123049      -12.028867318
        82.262036044      -11.821732985
        84.845949039      -11.602687721
        87.427312025      -11.372513832
        90.003577506      -11.131980562
        92.572203021      -10.881885401
        95.130653646      -10.623003083
        97.676404498      -10.356101668
       100.206943231      -10.081941095
       102.719772506       -9.801272136
       105.212412465       -9.514836087
       107.682403174       -9.223364253
       110.127307049       -8.927572892
       112.544711266       -8.628159270
       114.932230138       -8.325829419
       117.287507474       -8.021261717
       119.608218897       -7.715119565
       121.892074147       -7.408070914
       124.136819334       -7.100760242
       126.340239166       -6.793840698
       128.500159133       -6.487935815
       130.614447654       -6.183679537
       132.681018183       -5.881689426
       134.697831264       -5.582584274
       136.662896546       -5.286960727
       138.574274746       -4.995435572
       140.430079565       -4.708603270
       142.228479548       -4.427063348
       143.967699891       -4.151392528
       145.646024194       -3.882187274
       147.261796152       -3.620024699
       148.813421196       -3.365468132
       150.299368056       -3.119089732
       151.718170285       -2.881438196
       153.068427694       -2.653066255
       154.348807743       -2.434489799
       155.558046852       -2.226236785
       156.694951648       -2.028800193
       157.758400142       -1.842671084
       158.747342839       -1.668310459
       159.660803773       -1.506150825
       160.497881467       -1.356612934
       161.257749828       -1.220083124
       161.939658956       -1.096915654
       162.542935891       -0.987441494
       163.066985269       -0.891958191
       163.511289918       -0.810711488
       163.875411363       -0.743928556
       164.158990260       -0.643690520
       164.361746751       -0.465980733
       164.483480739       -0.243391074
       164.524072088        0.000000271
#
# SECTION 127 / 200   y = 73.366834   chord = 164.737093   x_le = 5.135678   x_te = 169.872771
#               x_mm               y_mm
       164.737092913        0.000000000
       164.695623841        0.245934306
       164.571258381        0.470372749
       164.364121758        0.648342999
       164.074422540        0.746500425
       163.702452432        0.814719581
       163.248585974        0.897697085
       162.713280173        0.995214741
       162.097074035        1.107000433
       161.400588029        1.232753411
       160.624523456        1.372121129
       159.769661747        1.524743990
       158.836863676        1.690208976
       157.827068492        1.868095585
       156.741292973        2.057937564
       155.580630402        2.259266818
       154.346249468        2.471568379
       153.039393089        2.694332139
       151.661377158        2.927016047
       150.213589220        3.169075205
       148.697487074        3.419948236
       147.114597309        3.679050336
       145.466513758        3.945809504
       143.754895902        4.219628869
       141.981467197        4.499917916
       140.148013333        4.786056099
       138.256380444        5.077448291
       136.308473243        5.373477137
       134.306253109        5.673514304
       132.251736106        5.976945071
       130.146990960        6.283135836
       127.994136971        6.591451888
       125.795341879        6.901249400
       123.552819685        7.211880255
       121.268828419        7.522683162
       118.945667867        7.832998684
       116.585677254        8.142150107
       114.191232891        8.449443780
       111.764745780        8.754200818
       109.308659188        9.055690567
       106.825446186        9.353209068
       104.317607159        9.646019936
       101.787667289        9.933376591
        99.238174010       10.214521940
        96.671694446       10.488688605
        94.090812825       10.755099129
        91.498127874       11.012951742
        88.896250210       11.261458374
        86.287799701       11.499822668
        83.675402836       11.727216165
        81.061690078       11.942845385
        78.449293213       12.145905672
        75.840842704       12.335568754
        73.238965039       12.511065046
        70.646280089       12.671608657
        68.065398467       12.816413227
        65.498918904       12.944742426
        62.949425625       13.055876739
        60.419485754       13.149121901
        57.911646728       13.223820495
        55.428433726       13.279334164
        52.972347134       13.315089706
        50.545860023       13.330573640
        48.151415659       13.325274986
        45.791425046       13.298771081
        43.468264494       13.250703540
        41.184273228       13.180768530
        38.941751035       13.088671100
        36.742955943       12.974306373
        34.590101953       12.837479394
        32.485356807       12.678202845
        30.430839805       12.496486160
        28.428619670       12.292382012
        26.480712470       12.066108853
        24.589079580       11.817863894
        22.755625717       11.547935443
        20.982197011       11.256714886
        19.270579156       10.944548775
        17.622495605       10.611942537
        16.039605839       10.259325486
        14.523503694        9.887433275
        13.075715756        9.496681704
        11.697699825        9.087814693
        10.390843445        8.661354984
         9.156462512        8.218149437
         7.995799941        7.758811371
         6.910024421        7.284203025
         5.900229237        6.794576267
         4.967431166        6.291049002
         4.112569458        5.774392469
         3.336504885        5.244531187
         2.640018878        4.702924052
         2.023812740        4.149672322
         1.488506939        3.585703385
         1.034640482        3.011137299
         0.662670373        2.427981976
         0.372971156        1.833273393
         0.165834533        1.229663631
         0.041469072        0.617469214
         0.000000000       -0.000000240
         0.040643905       -0.610198876
         0.162535511       -1.216713399
         0.365554525       -1.814583065
         0.649500591       -2.403668434
         1.014093490       -2.982712223
         1.458973411       -3.551300850
         1.983701313       -4.110914958
         2.587759352       -4.659593388
         3.270551396       -5.196587463
         4.031403611       -5.721739327
         4.869565129       -6.235019033
         5.784208784       -6.735106680
         6.774431935       -7.221301717
         7.839257350       -7.693289636
         8.977634176       -8.150253651
        10.188438971       -8.591552040
        11.470476818       -9.016564610
        12.822482500       -9.424354386
        14.243121751       -9.814552827
        15.730992571      -10.186488386
        17.284626612      -10.539487457
        18.902490624      -10.873104492
        20.582987970      -11.186739402
        22.324460203      -11.479964676
        24.125188701      -11.752425026
        25.983396360      -12.003704209
        27.897249355      -12.233495486
        29.864858944      -12.441568148
        31.884283334      -12.627827952
        33.953529597      -12.792053970
        36.070555636      -12.934280452
        38.233272202      -13.054525406
        40.439544955      -13.152818324
        42.687196571      -13.229404034
        44.974008888      -13.284424646
        47.297725099      -13.318197031
        49.656051977      -13.331063262
        52.046662137      -13.323392599
        54.467196336      -13.295655891
        56.915265800      -13.248357514
        59.388454578      -13.182030952
        61.884321932      -13.097256705
        64.400404744      -12.994676724
        66.934219941      -12.874946207
        69.483266956      -12.738753957
        72.045030185      -12.586815863
        74.616981479      -12.419869731
        77.196582632      -12.238667642
        79.781287888      -12.043963661
        82.368546457      -11.836551047
        84.955805025      -11.617212249
        87.540510282      -11.386730764
        90.120111434      -11.145876479
        92.692062728      -10.895448097
        95.253825958      -10.636221353
        97.802872972      -10.368965301
       100.336688170      -10.094440856
       102.852770981       -9.813399757
       105.348638336       -9.526584254
       107.821827114       -9.234726593
       110.269896577       -8.938543801
       112.690430776       -8.638734338
       115.081040937       -8.336004845
       117.439367814       -8.031034866
       119.763084025       -7.724488359
       122.049896343       -7.417034135
       124.297547958       -7.109317793
       126.503820712       -6.801993177
       128.666537278       -6.495684475
       130.783563317       -6.191026599
       132.852809579       -5.888637910
       134.872233969       -5.589138006
       136.839843558       -5.293124151
       138.753696553       -5.001214092
       140.611904213       -4.714003070
       142.412632710       -4.432091397
       144.154104943       -4.156056388
       145.834602290       -3.886495460
       147.452466302       -3.623986490
       149.006100342       -3.369093377
       150.493971162       -3.122389215
       151.914610413       -2.884423436
       153.266616095       -2.655749321
       154.548653942       -2.436883831
       155.759458738       -2.228355050
       156.897835563       -2.030657207
       157.962660978       -1.844281627
       158.952884129       -1.669690135
       159.867527785       -1.507315612
       160.705689302       -1.357579586
       161.466541518       -1.220868922
       162.149333561       -1.097538141
       162.753391600       -0.987918879
       163.278119502       -0.892308865
       163.722999424       -0.810954622
       164.087592322       -0.744082957
       164.371538389       -0.643973169
       164.574557402       -0.466245884
       164.696449008       -0.243543794
       164.737092913        0.000000000
#
# SECTION 128 / 200   y = 72.361809   chord = 164.950114   x_le = 5.065327   x_te = 170.015440
#               x_mm               y_mm
       164.950113739        0.000000269
       164.908591043        0.246088514
       164.784064766        0.470638844
       164.576660296        0.648623543
       164.286586470        0.746658053
       163.914135368        0.814967510
       163.459682018        0.898054936
       162.923684015        0.995701838
       162.306681064        1.107635511
       161.609294434        1.233554802
       160.832226335        1.373107117
       159.976259209        1.525931944
       159.042254941        1.691615711
       158.031153995        1.869737560
       156.943974464        2.059830606
       155.781811045        2.261426121
       154.545833939        2.474008248
       153.237287669        2.697066205
       151.857489831        2.930057592
       150.407829765        3.172436407
       148.889767155        3.423640712
       147.304830561        3.683084743
       145.654615880        3.950195924
       143.940784739        4.224376590
       142.165062821        4.505035445
       140.329238126        4.791550961
       138.435159174        5.083327397
       136.484733143        5.379746432
       134.479923946        5.680179226
       132.422750257        5.984009946
       130.315283474        6.290604322
       128.159645638        6.599326822
       125.958007294        6.909532636
       123.712585304        7.220573111
       121.425640619        7.531785805
       119.099475998        7.842510584
       116.736433691        8.152069719
       114.338893082        8.459768960
       111.909268291        8.764928407
       109.450005744        9.066816320
       106.963581710        9.364727987
       104.452499808        9.657926078
       101.919288483        9.945663056
        99.366498465       10.227180855
        96.796700198       10.501711112
        94.212481249       10.768475369
        91.616443710       11.026670658
        89.011201568       11.275508223
        86.399378083       11.514190512
        83.783603139       11.741887815
        81.166510600       11.957805981
        78.550735656       12.161138936
        75.938912171       12.351057712
        73.333670029       12.526791531
        70.737632490       12.687553474
        68.153413541       12.832555934
        65.583615274       12.961062040
        63.030825256       13.072351119
        60.497613931       13.165727987
        57.986532029       13.240534358
        55.500107995       13.296131278
        53.040845448       13.331944284
        50.611220657       13.347459719
        48.213680048       13.342165388
        45.850637741       13.315638601
        43.524473120       13.267520218
        41.237528435       13.197505982
        38.992106445       13.105300857
        36.790468101       12.990799175
        34.634830265       12.853806354
        32.527363482       12.694334749
        30.470189792       12.512394149
        28.465380596       12.308036550
        26.514954565       12.081481416
        24.620875613       11.832925822
        22.785050918       11.562658428
        21.009329000       11.271071561
        19.295497859       10.958511302
        17.645283178       10.625484649
        16.060346584       10.272421535
        14.542283974        9.900057475
        13.092623908        9.508809908
        11.712826070        9.099423814
        10.404279800        8.672421275
         9.168302694        8.228651614
         8.006139275        7.768728223
         6.918959744        7.293514380
         5.907858798        6.803263303
         4.973854530        6.299093365
         4.117887404        5.781776694
         3.340819305        5.251239199
         2.643432675        4.708940291
         2.026429724        4.154981250
         1.490431721        3.590290483
         1.035978371        3.014990782
         0.663527269        2.431090399
         0.373453443        1.835618140
         0.166048972        1.231235911
         0.041522696        0.618257583
         0.000000000       -0.000000188
         0.040696462       -0.610978082
         0.162745685       -1.218269334
         0.366027222       -1.816904221
         0.650340458       -2.406743081
         1.015404810       -2.986529800
         1.460860003       -3.555844475
         1.986266429       -4.116174893
         2.591105573       -4.665552984
         3.274780532       -5.203234840
         4.036616602       -5.729056957
         4.875861943       -6.242992533
         5.791688320       -6.743718514
         6.783191924       -7.230533553
         7.849394260       -7.703122796
         8.989243116       -8.160669271
        10.201613598       -8.602529498
        11.485309242       -9.028082533
        12.839063197       -9.436390864
        14.261539471       -9.827084768
        15.751334250      -10.199491864
        17.306977288      -10.552938223
        18.926933353      -10.886977161
        20.609603743      -11.201007842
        22.353327867      -11.494602221
        24.156384878      -11.767405030
        26.016995378      -12.018998531
        27.933323168      -12.249076936
        29.903477065      -12.457408007
        31.925512764      -12.643897805
        33.997434760      -12.808325483
        36.117198316      -12.950724987
        38.282711481      -13.071114693
        40.491837157      -13.169523502
        42.742395201      -13.246197215
        45.032164585      -13.301277541
        47.358885584      -13.335082377
        49.720262004      -13.347953962
        52.113963452      -13.340262323
        54.537627633      -13.312478408
        56.988862685      -13.265107786
        59.465249533      -13.198684153
        61.964344283      -13.113789269
        64.483680630      -13.011065689
        67.020772293      -12.891169477
        69.573115469      -12.754790344
        72.138191304      -12.602645122
        74.713468377      -12.435472587
        77.296405200      -12.254025997
        79.884452728      -12.059060008
        82.475056869      -11.851369114
        85.065661011      -11.631736782
        87.653708539      -11.400947701
        90.236645362      -11.159772400
        92.811922435      -10.909010798
        95.376998270      -10.649439629
        97.929341446      -10.381828938
       100.466433109      -10.106940622
       102.985769456       -9.825527383
       105.484864206       -9.538332427
       107.961251054       -9.246088938
       110.412486106       -8.949514715
       112.836150287       -8.649309412
       115.229851735       -8.346180276
       117.591228155       -8.040807990
       119.917949154       -7.733857159
       122.207718538       -7.425997362
       124.458276582       -7.117875349
       126.667402258       -6.810145662
       128.832915423       -6.503433141
       130.952678979       -6.198373666
       133.024600975       -5.895586401
       135.046636674       -5.595691745
       137.016790570       -5.299287582
       138.933118361       -5.006992619
       140.793728861       -4.719402876
       142.596785872       -4.437119453
       144.340509996       -4.160720256
       146.023180386       -3.890803653
       147.643136451       -3.627948289
       149.198779489       -3.372718630
       150.688574268       -3.125688706
       152.111050542       -2.887408685
       153.464804497       -2.658432396
       154.748500141       -2.439277871
       155.960870623       -2.230473324
       157.100719479       -2.032514230
       158.166921815       -1.845892179
       159.158425419       -1.671069820
       160.074251796       -1.508480408
       160.913497137       -1.358546249
       161.675333207       -1.221654729
       162.359008166       -1.098160638
       162.963847310       -0.988396274
       163.489253735       -0.892659549
       163.934708929       -0.811197766
       164.299773281       -0.744237369
       164.584086517       -0.644254949
       164.787368054       -0.466510623
       164.909417277       -0.243696738
       164.950113739        0.000000269
#
# SECTION 129 / 200   y = 71.356784   chord = 165.163135   x_le = 4.994975   x_te = 170.158109
#               x_mm               y_mm
       165.163134564        0.000000268
       165.121558245        0.246242684
       164.996871152        0.470904600
       164.789198834        0.648903058
       164.498750399        0.746815691
       164.125818304        0.815215449
       163.670778061        0.898412797
       163.134087857        0.996188946
       162.516288092        1.108270599
       161.818000839        1.234356203
       161.039929215        1.374093115
       160.182856670        1.527119907
       159.247646205        1.693022456
       158.235239497        1.871379544
       157.146655955        2.061723657
       155.982991688        2.263585432
       154.745418409        2.476448127
       153.435182249        2.699800280
       152.053602505        2.933099147
       150.602070310        3.175797618
       149.082047235        3.427333195
       147.495063813        3.687119158
       145.842718003        3.954582352
       144.126673576        4.229124318
       142.348658444        4.510152981
       140.510462918        4.797045830
       138.613937904        5.089206510
       136.660993043        5.386015733
       134.653594784        5.686844154
       132.593764407        5.991074827
       130.483575987        6.298072814
       128.325154305        6.607201762
       126.120672709        6.917815879
       123.872350923        7.229265972
       121.582452819        7.540888453
       119.253284129        7.852022490
       116.887190128        8.161989335
       114.486553274        8.470094144
       112.053790803        8.775656001
       109.591352301        9.077942079
       107.101717235        9.376246911
       104.587392456        9.669832225
       102.050909677        9.957949526
        99.494822921       10.239839774
        96.921705950       10.514733623
        94.334149674       10.781851614
        91.734759545       11.040389578
        89.126152926       11.289558076
        86.510956465       11.528558361
        83.891803442       11.756559470
        81.271331122       11.972766580
        78.652178099       12.176372204
        76.036981638       12.366546674
        73.428375020       12.542518020
        70.828984890       12.703498295
        68.241428615       12.848698646
        65.668311644       12.977381658
        63.112224887       13.088825503
        60.575742108       13.182334078
        58.061417330       13.257248225
        55.571782264       13.312928396
        53.109343762       13.348798866
        50.676581291       13.364345803
        48.275944436       13.359055794
        45.909850436       13.332506126
        43.580681745       13.284336899
        41.290783641       13.214243439
        39.042461856       13.121930618
        36.837980259       13.007291981
        34.679558577       12.870133318
        32.569370157       12.710466656
        30.509539780       12.528302141
        28.502141521       12.323691092
        26.549196660       12.096853982
        24.652671646       11.847987754
        22.814476120       11.577381417
        21.036460988       11.285428240
        19.320416562       10.972473831
        17.668070751       10.639026764
        16.081087330       10.285517587
        14.561064254        9.912681677
        13.109532059        9.520938115
        11.727952315        9.111032939
        10.417716155        8.683487569
         9.180142876        8.239153795
         8.016478610        7.778645078
         6.927895067        7.302825739
         5.915488359        6.811950343
         4.980277894        6.307137731
         4.123205350        5.789160923
         3.345133725        5.257947215
         2.646846472        4.714956534
         2.029046707        4.160290181
         1.492356503        3.594877583
         1.037316260        3.018844267
         0.664384166        2.434198824
         0.373935731        1.837962888
         0.166263412        1.232808191
         0.041576319        0.619045953
         0.000000000       -0.000000219
         0.040749018       -0.611757289
         0.162955859       -1.219825270
         0.366499919       -1.819225379
         0.651180324       -2.409817731
         1.016716129       -2.990347379
         1.462746596       -3.560388104
         1.988831544       -4.121434831
         2.594451793       -4.671512583
         3.279009668       -5.209882220
         4.041829593       -5.736374590
         4.882158756       -6.250966035
         5.799167855       -6.752330351
         6.791951913       -7.239765392
         7.859531170       -7.712955959
         9.000852056       -8.171084894
        10.214788224       -8.613506959
        11.500141667       -9.039600459
        12.855643894       -9.448427345
        14.279957190       -9.839616711
        15.771675929      -10.212495344
        17.329327964      -10.566388993
        18.951376082      -10.900849834
        20.636219516      -11.215276285
        22.382195530      -11.509239769
        24.187581056      -11.782385001
        26.050594396      -12.034292857
        27.969396981      -12.264658389
        29.942095185      -12.473247870
        31.966742193      -12.659967662
        34.041339923      -12.824597001
        36.163840996      -12.967169527
        38.332150761      -13.087703983
        40.544129358      -13.186228684
        42.797593831      -13.262990400
        45.090320282      -13.318130440
        47.420046068      -13.351967726
        49.784472031      -13.364844666
        52.181264766      -13.357132052
        54.608058930      -13.329300929
        57.062459570      -13.281858063
        59.542044488      -13.215337359
        62.044366633      -13.130321838
        64.566956516      -13.027454659
        67.107324644      -12.907392751
        69.662963982      -12.770826736
        72.231352422      -12.618474387
        74.809955274      -12.451075447
        77.396227769      -12.269384356
        79.987617568      -12.074156359
        82.581567282      -11.866187185
        85.175516996      -11.646261319
        87.766906795      -11.415164642
        90.353179290      -11.173668327
        92.931782142      -10.922573504
        95.500170582      -10.662657909
        98.055809920      -10.394692580
       100.596178049      -10.119440392
       103.118767931       -9.837655013
       105.621090077       -9.550080604
       108.100674994       -9.257451288
       110.555075634       -8.960485634
       112.981869798       -8.659884490
       115.378662534       -8.356355712
       117.743088496       -8.050581003
       120.072814282       -7.743225965
       122.365540733       -7.434960594
       124.619005206       -7.126432911
       126.830983803       -6.818298152
       128.999293568       -6.511181812
       131.121794642       -6.205720740
       133.196392371       -5.902534898
       135.221039379       -5.602245490
       137.193737583       -5.305451019
       139.112540168       -5.012771152
       140.975553508       -4.724802688
       142.780939034       -4.442147517
       144.526915048       -4.165384131
       146.211758482       -3.895111854
       147.833806600       -3.631910096
       149.391458636       -3.376343891
       150.883177374       -3.128988206
       152.307490670       -2.890393942
       153.662992898       -2.661115479
       154.948346340       -2.441671920
       156.162282508       -2.232591607
       157.303603394       -2.034371262
       158.371182652       -1.847502742
       159.363966709       -1.672449515
       160.280975808       -1.509645215
       161.121304972       -1.359512921
       161.884124897       -1.222440547
       162.568682771       -1.098783146
       163.174303020       -0.988873679
       163.700387969       -0.893010245
       164.146418435       -0.811440920
       164.511954240       -0.744391792
       164.796634646       -0.644536487
       165.000178705       -0.466774830
       165.122385546       -0.243849425
       165.163134564        0.000000268
#
# SECTION 130 / 200   y = 70.351759   chord = 165.376155   x_le = 4.924623   x_te = 170.300779
#               x_mm               y_mm
       165.376155390        0.000000266
       165.334525447        0.246396725
       165.209677537        0.471170358
       165.001737372        0.649182416
       164.710914328        0.746973341
       164.337501241        0.815463400
       163.881874105        0.898770669
       163.344491699        0.996676064
       162.725895121        1.108905698
       162.026707245        1.235157615
       161.247632094        1.375079123
       160.389454132        1.528307881
       159.453037470        1.694429210
       158.439325000        1.873021538
       157.349337445        2.063616716
       156.184172331        2.265744753
       154.945002880        2.478888014
       153.633076829        2.702534363
       152.249715179        2.936140709
       150.796310856        3.179158837
       149.274327315        3.431025686
       147.685297065        3.691153581
       146.030820125        3.958968786
       144.312562413        4.233872053
       142.532254068        4.515270524
       140.691687711        4.802540706
       138.792716634        5.095085630
       136.837252943        5.392285040
       134.827265621        5.693509089
       132.764778558        5.998139713
       130.651868501        6.305541312
       128.490662973        6.615076707
       126.283338123        6.926099126
       124.032116542        7.237958838
       121.739265019        7.549991107
       119.407092260        7.861534400
       117.037946566        8.171908957
       114.634213465        8.480419334
       112.198313314        8.786383507
       109.732698857        9.089067843
       107.239852759        9.387765840
       104.722285105        9.681738377
       102.182530872        9.970236000
        99.623147376       10.252498698
        97.046711701       10.527756139
        94.455818099       10.795227864
        91.853075380       11.054108503
        89.241104285       11.303607933
        86.622534847       11.542926214
        84.000003745       11.771231130
        81.376151645       11.987727185
        78.753620542       12.191605477
        76.135051105       12.382035641
        73.523080010       12.558244514
        70.920337291       12.719443121
        68.329443688       12.864841362
        65.753008013       12.993701282
        63.193624518       13.105299891
        60.653870285       13.198940173
        58.136302631       13.273962096
        55.643456533       13.329725519
        53.177842076       13.365653452
        50.741941925       13.381231890
        48.338208824       13.375946204
        45.969063130       13.349373655
        43.636890371       13.301153585
        41.344038847       13.230980899
        39.092817266       13.138560382
        36.885492417       13.023784791
        34.724286889       12.886460286
        32.611376832       12.726598567
        30.548889768       12.544210137
        28.538902447       12.339345637
        26.583438755       12.112226552
        24.684467679       11.863049689
        22.843901322       11.592104409
        21.063592977       11.299784922
        19.345335265       10.986436364
        17.690858324       10.652568883
        16.101828075       10.298613642
        14.579844534        9.925305882
        13.126440211        9.533066325
        11.743078560        9.122642067
        10.431152510        8.694553867
         9.191983059        8.249655979
         8.026817944        7.788561936
         6.936830390        7.312137101
         5.923117920        6.820637385
         4.986701258        6.315182101
         4.128523295        5.796545155
         3.349448145        5.264655233
         2.650260269        4.720972779
         2.031663691        4.165599115
         1.494281285        3.599464686
         1.038654149        3.022697755
         0.665241062        2.437307251
         0.374418018        1.840307638
         0.166477852        1.234380474
         0.041629943        0.619834324
         0.000000000       -0.000000238
         0.040801575       -0.612536497
         0.163166033       -1.221381207
         0.366972616       -1.821546539
         0.652020190       -2.412892382
         1.018027449       -2.994164961
         1.464633188       -3.564931735
         1.991396660       -4.126694772
         2.597798014       -4.677472185
         3.283238804       -5.216529603
         4.047042583       -5.743692226
         4.888455570       -6.258939541
         5.806647391       -6.760942191
         6.800711901       -7.248997235
         7.869668080       -7.722789125
         9.012460996       -8.181500520
        10.227962851       -8.624484423
        11.514974091       -9.051118388
        12.872224591       -9.460463829
        14.298374909       -9.852148657
        15.792017608      -10.225498828
        17.351678641      -10.579839765
        18.975818811      -10.914722510
        20.662835289      -11.229544731
        22.411063194      -11.523877321
